match_id,date,team_a,team_b,team_a_kills,team_b_kills,odds_home,odds_away,closing_odds_home,closing_odds_away,target
M_2793,2021-04-17,Norwich,Bournemouth,1,3,1.9,4.0,2.03,3.9,0
M_2794,2021-04-18,Rotherham,Birmingham,0,1,2.75,2.62,2.84,2.7,0
M_2795,2021-04-18,Coventry,Barnsley,2,0,3.8,2.05,3.82,2.18,1
M_2363,2021-04-18,Man United,Burnley,3,1,1.33,9.0,1.38,9.52,1
M_2796,2021-04-20,Norwich,Watford,0,1,2.37,3.0,2.4,3.09,0
M_2797,2021-04-20,Preston,Derby,3,0,2.87,2.5,3.03,2.64,1
M_2798,2021-04-20,Sheffield Weds,Blackburn,1,0,2.6,2.75,2.65,2.82,1
M_2799,2021-04-20,Swansea,QPR,0,1,1.95,4.0,2.0,4.15,0
M_2364,2021-04-21,Tottenham,Southampton,2,1,1.75,4.5,1.83,4.56,1
M_2365,2021-04-21,Aston Villa,Man City,1,2,9.0,1.36,8.85,1.4,0
M_2804,2021-04-21,Huddersfield,Barnsley,0,1,3.5,2.15,3.58,2.21,0
M_2803,2021-04-21,Wycombe,Bristol City,2,1,2.8,2.4,2.82,2.59,1
M_2801,2021-04-21,Rotherham,Middlesbrough,1,2,2.75,2.55,2.82,2.7,0
M_2800,2021-04-21,Millwall,Bournemouth,1,4,3.8,2.0,3.91,2.06,0
M_2802,2021-04-21,Stoke,Coventry,2,3,2.2,3.4,2.28,3.6,0
M_2366,2021-04-22,Leicester,West Brom,3,0,1.53,6.0,1.6,6.22,1
M_2367,2021-04-23,Arsenal,Everton,0,1,2.0,3.75,2.08,3.88,0
M_2369,2021-04-24,Sheffield United,Brighton,1,0,5.25,1.75,5.54,1.75,1
M_2368,2021-04-24,West Ham,Chelsea,0,1,4.75,1.75,4.91,1.78,0
M_2808,2021-04-24,Cardiff,Wycombe,2,1,1.61,5.5,1.71,5.23,1
M_2813,2021-04-24,Watford,Millwall,1,0,1.53,7.5,1.58,7.07,1
M_2812,2021-04-24,QPR,Norwich,1,3,4.33,1.83,4.25,1.87,0
M_2811,2021-04-24,Middlesbrough,Sheffield Weds,3,1,2.15,3.6,2.25,3.45,1
M_2810,2021-04-24,Derby,Birmingham,1,2,2.4,3.2,2.42,3.3,0
M_2809,2021-04-24,Coventry,Preston,0,1,2.37,3.1,2.42,3.32,0
M_2807,2021-04-24,Blackburn,Huddersfield,5,2,1.85,4.33,1.98,4.17,1
M_2806,2021-04-24,Barnsley,Rotherham,1,0,1.66,5.25,1.73,5.15,1
M_2805,2021-04-24,Bournemouth,Brentford,0,1,2.37,3.0,2.45,3.05,0
M_2370,2021-04-25,Wolves,Burnley,0,4,2.0,3.9,2.12,3.99,0
M_2814,2021-04-25,Bristol City,Luton,2,3,3.1,2.4,3.15,2.45,0
M_2371,2021-04-26,Leicester,Crystal Palace,2,1,1.4,8.5,1.48,8.24,1
M_2815,2021-04-27,Brentford,Rotherham,1,0,1.57,6.0,1.61,5.88,1
M_2373,2021-05-01,Brighton,Leeds,2,0,2.05,3.5,2.19,3.54,1
M_2823,2021-05-01,Wycombe,Bournemouth,1,0,6.5,1.5,6.74,1.56,1
M_2822,2021-05-01,Swansea,Derby,2,1,2.4,3.2,2.48,3.22,1
M_2821,2021-05-01,Stoke,QPR,0,2,2.37,3.0,2.4,3.21,0
M_2820,2021-05-01,Preston,Barnsley,2,0,3.4,2.2,3.43,2.31,1
M_2819,2021-05-01,Norwich,Reading,4,1,1.6,6.0,1.64,5.87,1
M_2372,2021-05-01,Crystal Palace,Man City,0,2,10.0,1.33,10.77,1.35,0
M_2816,2021-05-01,Birmingham,Cardiff,0,4,2.55,2.87,2.73,2.97,0
M_2375,2021-05-01,Everton,Aston Villa,1,2,1.95,3.8,2.07,3.72,0
M_2374,2021-05-01,Chelsea,Fulham,2,0,1.44,7.5,1.49,8.0,1
M_2818,2021-05-01,Millwall,Bristol City,4,1,1.95,4.2,2.01,4.18,1
M_2817,2021-05-01,Brentford,Watford,2,0,2.4,3.1,2.51,3.03,1
M_2377,2021-05-02,Tottenham,Sheffield United,4,0,1.25,12.0,1.29,11.87,1
M_2376,2021-05-02,Newcastle,Arsenal,0,2,3.6,2.0,3.75,2.1,0
M_2378,2021-05-03,Burnley,West Ham,1,2,3.1,2.2,3.21,2.33,0
M_2379,2021-05-07,Leicester,Newcastle,2,4,1.4,8.0,1.44,7.87,0
M_2830,2021-05-08,QPR,Luton,3,1,2.15,3.3,2.29,3.14,1
M_2831,2021-05-08,Watford,Swansea,2,0,2.0,3.8,2.04,3.71,1
M_2380,2021-05-08,Leeds,Tottenham,3,1,3.4,2.0,3.56,2.06,1
M_2827,2021-05-08,Coventry,Millwall,6,1,2.37,2.87,2.57,2.96,1
M_2826,2021-05-08,Bristol City,Brentford,1,3,5.25,1.6,5.29,1.68,0
M_2825,2021-05-08,Bournemouth,Stoke,0,2,1.75,4.33,1.81,4.39,0
M_2824,2021-05-08,Blackburn,Birmingham,5,2,1.95,3.8,1.94,4.08,1
M_2828,2021-05-08,Middlesbrough,Wycombe,0,3,1.75,4.33,1.8,4.33,0
M_2829,2021-05-08,Nott'm Forest,Preston,1,2,2.25,3.3,2.32,3.27,0
M_2383,2021-05-08,Liverpool,Southampton,2,0,1.25,11.0,1.29,10.41,1
M_2382,2021-05-08,Man City,Chelsea,1,2,1.9,4.2,1.94,4.38,0
M_2381,2021-05-08,Sheffield United,Crystal Palace,0,2,3.0,2.45,3.02,2.53,0
M_2387,2021-05-09,Arsenal,West Brom,3,1,1.44,7.0,1.47,7.6,1
M_2385,2021-05-09,Aston Villa,Man United,1,3,4.2,1.8,4.45,1.85,0
M_2384,2021-05-09,Wolves,Brighton,2,1,3.3,2.2,3.41,2.27,1
M_2386,2021-05-09,West Ham,Everton,0,1,2.2,3.2,2.28,3.35,0
M_2388,2021-05-10,Fulham,Burnley,0,2,2.2,3.3,2.22,3.44,0
M_2389,2021-05-11,Man United,Leicester,1,2,2.5,2.8,2.59,2.92,0
M_2390,2021-05-11,Southampton,Crystal Palace,3,1,2.05,3.5,2.11,3.63,1
M_2391,2021-05-12,Chelsea,Arsenal,0,1,1.65,5.0,1.75,5.17,0
M_2392,2021-05-13,Man United,Liverpool,2,4,3.0,2.2,3.12,2.17,0
M_2393,2021-05-14,Newcastle,Man City,3,4,11.0,1.25,11.02,1.29,0
M_2394,2021-05-15,Burnley,Leeds,0,4,3.2,2.1,3.2,2.23,0
M_2395,2021-05-15,Southampton,Fulham,3,1,2.0,3.6,2.02,3.78,1
M_2398,2021-05-16,West Brom,Liverpool,1,2,12.0,1.22,11.65,1.24,0
M_2399,2021-05-16,Everton,Sheffield United,0,1,1.36,8.5,1.4,8.69,0
M_2397,2021-05-16,Tottenham,Wolves,2,0,1.5,6.5,1.56,6.38,1
M_2396,2021-05-16,Crystal Palace,Aston Villa,3,2,3.0,2.25,3.14,2.32,1
M_2401,2021-05-18,Brighton,Man City,3,2,7.0,1.45,6.89,1.49,1
M_2400,2021-05-18,Southampton,Leeds,0,2,2.55,2.5,2.6,2.61,0
M_2402,2021-05-18,Chelsea,Leicester,2,1,1.7,5.0,1.74,5.36,1
M_2403,2021-05-19,Everton,Wolves,1,0,1.85,4.2,1.9,4.3,1
M_2404,2021-05-19,Newcastle,Sheffield United,1,0,1.72,4.75,1.75,4.82,1
M_2405,2021-05-19,Tottenham,Aston Villa,1,2,1.5,6.0,1.54,5.92,0
M_2406,2021-05-19,Crystal Palace,Arsenal,1,3,6.0,1.5,6.16,1.55,0
M_2407,2021-05-19,Burnley,Liverpool,0,3,11.0,1.22,11.1,1.26,0
M_2408,2021-05-19,West Brom,West Ham,1,3,5.0,1.6,5.35,1.63,0
M_2418,2021-05-23,Wolves,Man United,1,2,2.5,2.7,2.59,2.7,0
M_2417,2021-05-23,West Ham,Southampton,3,0,1.65,5.0,1.74,5.03,1
M_2416,2021-05-23,Sheffield United,Burnley,1,0,2.8,2.4,2.87,2.43,1
M_2415,2021-05-23,Man City,Everton,5,0,1.44,6.5,1.43,7.24,1
M_2414,2021-05-23,Liverpool,Crystal Palace,2,0,1.14,15.0,1.16,18.32,1
M_2413,2021-05-23,Leicester,Tottenham,2,4,2.0,3.3,2.06,3.35,0
M_2412,2021-05-23,Leeds,West Brom,3,1,1.4,6.5,1.45,6.54,1
M_2411,2021-05-23,Fulham,Newcastle,0,2,2.05,3.3,2.08,3.41,0
M_2410,2021-05-23,Aston Villa,Chelsea,2,1,6.5,1.45,6.75,1.51,1
M_2409,2021-05-23,Arsenal,Brighton,2,0,1.57,5.25,1.63,5.34,1
M_1713,2021-08-07,Sheffield United,Birmingham,0,1,1.75,5.0,1.83,4.91,0
M_1710,2021-08-07,Luton,Peterboro,3,0,2.1,3.4,2.26,3.25,1
M_1709,2021-08-07,Blackburn,Swansea,2,1,2.1,3.4,2.18,3.65,1
M_1712,2021-08-07,Stoke,Reading,3,2,2.05,3.8,2.1,3.94,1
M_1711,2021-08-07,Preston,Hull,1,4,2.25,3.1,2.41,3.21,0
M_1714,2021-08-08,Coventry,Nott'm Forest,2,1,2.45,2.8,2.54,3.12,1
M_1417,2021-08-13,Brentford,Arsenal,2,0,4.0,1.95,4.05,2.05,1
M_1422,2021-08-14,Leicester,Wolves,1,0,1.66,5.25,1.73,5.47,1
M_1715,2021-08-14,Peterboro,Derby,2,1,2.15,3.5,2.23,3.48,1
M_1716,2021-08-14,Barnsley,Coventry,1,0,2.0,3.9,2.08,4.03,1
M_1717,2021-08-14,Blackpool,Cardiff,0,2,3.1,2.4,3.15,2.47,0
M_1718,2021-08-14,Huddersfield,Fulham,1,5,4.75,1.85,4.6,1.89,0
M_1719,2021-08-14,Hull,QPR,0,3,2.8,2.6,2.79,2.72,0
M_1720,2021-08-14,Middlesbrough,Bristol City,2,1,1.8,5.0,1.81,5.12,1
M_1721,2021-08-14,Nott'm Forest,Bournemouth,1,2,3.5,2.15,3.53,2.22,0
M_1722,2021-08-14,Reading,Preston,2,1,2.2,3.5,2.2,3.53,1
M_1723,2021-08-14,West Brom,Luton,3,2,1.7,5.5,1.66,5.66,1
M_1418,2021-08-14,Man United,Leeds,5,1,1.53,5.75,1.56,5.96,1
M_1419,2021-08-14,Burnley,Brighton,1,2,3.1,2.45,3.3,2.51,0
M_1420,2021-08-14,Chelsea,Crystal Palace,3,0,1.25,13.0,1.26,12.74,1
M_1424,2021-08-14,Norwich,Liverpool,0,3,9.0,1.3,8.35,1.36,0
M_1423,2021-08-14,Watford,Aston Villa,3,2,3.1,2.37,3.18,2.47,1
M_1421,2021-08-14,Everton,Southampton,3,1,1.9,4.0,2.01,4.1,1
M_1426,2021-08-15,Tottenham,Man City,1,0,5.5,1.6,5.56,1.67,1
M_1425,2021-08-15,Newcastle,West Ham,2,4,3.2,2.2,3.21,2.32,0
M_1725,2021-08-17,Blackpool,Coventry,0,1,3.0,2.45,3.04,2.57,0
M_1728,2021-08-17,Swansea,Stoke,1,3,3.1,2.45,3.22,2.5,0
M_1724,2021-08-17,Barnsley,Luton,0,1,2.3,3.3,2.35,3.37,0
M_1729,2021-08-17,Reading,Bristol City,2,3,2.2,3.4,2.32,3.53,0
M_1727,2021-08-17,Millwall,Fulham,1,2,3.8,2.15,3.97,2.2,0
M_1726,2021-08-17,Huddersfield,Preston,1,0,2.45,3.0,2.5,3.17,1
M_1733,2021-08-18,Nott'm Forest,Blackburn,1,2,2.37,3.1,2.5,3.09,0
M_1730,2021-08-18,Birmingham,Bournemouth,0,2,3.1,2.4,3.23,2.44,0
M_1731,2021-08-18,Hull,Derby,0,1,1.8,4.5,1.87,4.46,0
M_1732,2021-08-18,Middlesbrough,QPR,2,3,2.4,3.0,2.53,3.1,0
M_1734,2021-08-18,West Brom,Sheffield United,4,0,2.1,3.5,2.1,3.71,1
M_1735,2021-08-20,Bristol City,Swansea,0,1,2.15,3.6,2.27,3.59,0
M_1430,2021-08-21,Brighton,Watford,2,0,1.7,5.75,1.75,5.8,1
M_1429,2021-08-21,Man City,Norwich,5,0,1.08,26.0,1.11,26.2,1
M_1428,2021-08-21,Aston Villa,Newcastle,2,0,1.8,4.33,1.83,4.4,1
M_1427,2021-08-21,Liverpool,Burnley,2,0,1.18,13.0,1.21,15.68,1
M_1737,2021-08-21,Cardiff,Millwall,3,1,2.2,3.5,2.3,3.67,1
M_1738,2021-08-21,Coventry,Reading,2,1,2.05,3.6,2.1,3.82,1
M_1739,2021-08-21,Fulham,Hull,2,0,1.36,9.5,1.42,8.03,1
M_1740,2021-08-21,Luton,Birmingham,0,5,2.0,3.8,2.08,3.77,0
M_1741,2021-08-21,Preston,Peterboro,1,0,2.1,3.6,2.28,3.53,1
M_1742,2021-08-21,Sheffield United,Huddersfield,1,2,1.57,5.75,1.66,5.64,0
M_1743,2021-08-21,Stoke,Nott'm Forest,1,0,1.83,4.5,1.89,4.68,1
M_1736,2021-08-21,Blackburn,West Brom,1,2,4.0,1.9,3.96,2.02,0
M_1431,2021-08-22,Wolves,Tottenham,0,1,3.2,2.35,3.25,2.52,0
M_1432,2021-08-22,Arsenal,Chelsea,0,2,4.75,1.72,4.9,1.79,0
M_1433,2021-08-23,West Ham,Leicester,4,1,2.5,2.75,2.61,2.82,1
M_1435,2021-08-28,Brighton,Everton,0,2,2.3,3.3,2.37,3.37,0
M_1434,2021-08-28,Man City,Arsenal,5,0,1.25,12.0,1.26,12.59,1
M_1436,2021-08-28,Norwich,Leicester,1,2,4.5,1.85,4.47,1.93,0
M_1745,2021-08-28,Fulham,Stoke,3,0,1.83,4.5,1.88,4.86,1
M_1750,2021-08-28,Peterboro,West Brom,0,1,5.5,1.66,5.22,1.74,0
M_1746,2021-08-28,Huddersfield,Reading,4,0,2.37,3.1,2.37,3.27,1
M_1748,2021-08-28,Preston,Swansea,3,1,2.25,3.3,2.29,3.34,1
M_1747,2021-08-28,Millwall,Blackpool,2,1,1.83,4.5,1.87,4.58,1
M_1744,2021-08-28,Cardiff,Bristol City,1,2,1.95,4.0,2.0,4.23,0
M_1749,2021-08-28,QPR,Coventry,2,0,2.2,3.4,2.3,3.34,1
M_1438,2021-08-29,Wolves,Man United,0,1,5.0,1.75,5.14,1.83,0
M_1437,2021-08-29,Tottenham,Watford,1,0,1.36,9.0,1.45,9.04,1
M_1751,2021-09-10,Birmingham,Derby,2,0,1.85,4.75,1.91,4.99,1
M_1753,2021-09-11,Bournemouth,Barnsley,3,0,1.83,4.5,1.93,4.35,1
M_1752,2021-09-11,Blackpool,Fulham,1,0,6.0,1.57,6.02,1.6,1
M_1441,2021-09-11,Brentford,Brighton,0,1,2.8,2.62,2.93,2.72,0
M_1755,2021-09-11,Sheffield United,Peterboro,6,2,1.66,5.5,1.65,5.8,1
M_1439,2021-09-11,Crystal Palace,Tottenham,3,0,4.2,1.9,4.42,1.96,1
M_1440,2021-09-11,Arsenal,Norwich,1,0,1.5,6.0,1.53,6.5,1
M_1754,2021-09-11,Coventry,Middlesbrough,2,0,2.2,3.4,2.36,3.37,1
M_1442,2021-09-11,Leicester,Man City,0,1,6.0,1.57,5.87,1.61,0
M_1443,2021-09-11,Man United,Newcastle,4,1,1.18,15.0,1.19,16.42,1
M_1444,2021-09-11,Watford,Wolves,0,2,3.4,2.25,3.47,2.36,0
M_1445,2021-09-11,Chelsea,Aston Villa,3,0,1.28,11.0,1.31,12.17,1
M_1756,2021-09-11,Stoke,Huddersfield,2,1,1.75,5.0,1.79,5.25,1
M_1446,2021-09-12,Leeds,Liverpool,0,3,4.33,1.75,4.54,1.78,0
M_1757,2021-09-12,Nott'm Forest,Cardiff,1,2,3.1,2.5,3.02,2.63,0
M_1447,2021-09-13,Everton,Burnley,3,1,1.7,5.0,1.74,5.35,1
M_1761,2021-09-14,Reading,Peterboro,3,1,2.3,3.1,2.39,3.05,1
M_1760,2021-09-14,Bournemouth,QPR,2,1,1.9,4.0,1.94,4.13,1
M_1759,2021-09-14,Blackpool,Huddersfield,0,3,2.6,2.87,2.65,2.9,0
M_1758,2021-09-14,Blackburn,Hull,2,0,1.75,5.0,1.79,5.28,1
M_1764,2021-09-15,Nott'm Forest,Middlesbrough,0,2,2.9,2.55,3.08,2.73,0
M_1763,2021-09-15,Coventry,Cardiff,1,0,2.2,3.4,2.33,3.51,1
M_1762,2021-09-15,Birmingham,Fulham,1,4,3.8,2.05,4.12,2.13,0
M_1768,2021-09-18,Fulham,Reading,1,2,1.33,9.5,1.38,8.94,0
M_1769,2021-09-18,Huddersfield,Nott'm Forest,0,2,2.05,3.8,2.09,3.94,0
M_1766,2021-09-18,Cardiff,Bournemouth,0,1,2.9,2.55,2.95,2.57,0
M_1771,2021-09-18,Peterboro,Birmingham,3,0,3.4,2.2,3.47,2.27,1
M_1772,2021-09-18,QPR,Bristol City,1,2,1.83,4.33,1.84,4.35,0
M_1765,2021-09-18,Hull,Sheffield United,1,3,3.25,2.3,3.42,2.34,0
M_1767,2021-09-18,Derby,Stoke,2,1,3.1,2.45,3.25,2.46,1
M_1770,2021-09-18,Middlesbrough,Blackpool,1,2,1.83,4.75,1.85,4.92,0
M_1452,2021-09-18,Aston Villa,Everton,3,0,2.4,3.0,2.42,3.15,1
M_1448,2021-09-18,Wolves,Brentford,0,2,1.83,5.0,1.93,4.98,0
M_1449,2021-09-18,Burnley,Arsenal,0,1,3.8,1.95,3.87,2.06,0
M_1450,2021-09-18,Liverpool,Crystal Palace,3,0,1.2,13.0,1.22,15.6,1
M_1451,2021-09-18,Norwich,Watford,1,3,2.15,3.5,2.21,3.53,0
M_1454,2021-09-19,West Ham,Man United,1,2,4.33,1.75,4.69,1.81,0
M_1455,2021-09-19,Tottenham,Chelsea,0,3,5.0,1.7,4.98,1.74,0
M_1453,2021-09-19,Brighton,Leicester,2,1,2.7,2.75,2.83,2.77,1
M_1774,2021-09-24,West Brom,QPR,2,1,1.7,4.75,1.69,5.2,1
M_1773,2021-09-24,Coventry,Peterboro,3,0,1.61,5.5,1.66,5.57,1
M_1775,2021-09-25,Reading,Middlesbrough,1,0,3.0,2.45,3.05,2.55,1
M_1778,2021-09-25,Bournemouth,Luton,2,1,1.57,5.5,1.67,5.38,1
M_1456,2021-09-25,Chelsea,Man City,0,1,2.62,2.75,2.74,2.83,0
M_1457,2021-09-25,Man United,Aston Villa,0,1,1.36,8.0,1.41,8.13,0
M_1458,2021-09-25,Everton,Norwich,2,0,1.61,5.75,1.65,6.09,1
M_1459,2021-09-25,Leeds,West Ham,1,2,3.0,2.25,3.17,2.28,0
M_1781,2021-09-25,Swansea,Huddersfield,1,0,2.5,3.0,2.65,3.0,1
M_1780,2021-09-25,Stoke,Hull,2,0,1.57,6.5,1.62,6.51,1
M_1779,2021-09-25,Sheffield United,Derby,1,0,1.61,6.0,1.65,6.43,1
M_1777,2021-09-25,Blackpool,Barnsley,1,0,2.4,3.0,2.53,3.05,1
M_1776,2021-09-25,Blackburn,Cardiff,5,1,2.25,3.2,2.36,3.24,1
M_1460,2021-09-26,Southampton,Wolves,0,1,2.62,2.8,2.7,2.89,0
M_1461,2021-09-26,Arsenal,Tottenham,3,1,2.15,3.5,2.29,3.54,1
M_1782,2021-09-28,Cardiff,West Brom,0,4,4.33,1.85,4.37,1.92,0
M_1783,2021-09-28,Huddersfield,Blackburn,3,2,2.55,2.8,2.63,2.87,1
M_1784,2021-09-28,Middlesbrough,Sheffield United,2,0,3.0,2.55,3.08,2.67,1
M_1785,2021-09-28,QPR,Birmingham,2,0,1.95,3.8,2.01,4.0,1
M_1786,2021-09-29,Barnsley,Nott'm Forest,1,3,2.4,3.25,2.54,3.38,0
M_1787,2021-09-29,Derby,Reading,1,0,2.25,3.4,2.32,3.46,1
M_1788,2021-09-29,Fulham,Swansea,3,1,1.36,8.5,1.43,8.24,1
M_1789,2021-09-29,Luton,Coventry,5,0,2.7,2.7,2.76,2.81,1
M_1790,2021-09-29,Millwall,Bristol City,1,0,2.05,4.0,2.11,4.12,1
M_1791,2021-10-01,Stoke,West Brom,1,0,3.5,2.2,3.61,2.28,1
M_1797,2021-10-02,Cardiff,Reading,0,1,2.0,3.8,2.01,3.85,0
M_1798,2021-10-02,Hull,Middlesbrough,2,0,3.0,2.45,3.16,2.52,1
M_1796,2021-10-02,Bournemouth,Sheffield United,2,1,1.95,3.9,2.05,3.9,1
M_1795,2021-10-02,Blackpool,Blackburn,2,1,3.0,2.45,3.03,2.52,1
M_1463,2021-10-02,Leeds,Watford,1,0,1.7,4.75,1.78,4.8,1
M_1793,2021-10-02,Barnsley,Millwall,0,1,3.0,2.5,3.0,2.69,0
M_1464,2021-10-02,Wolves,Newcastle,2,1,1.61,5.25,1.72,5.06,1
M_1799,2021-10-02,Peterboro,Bristol City,2,3,2.5,2.87,2.65,2.91,0
M_1462,2021-10-02,Chelsea,Southampton,3,1,1.36,9.0,1.4,9.22,1
M_1794,2021-10-02,Birmingham,Nott'm Forest,0,3,2.15,3.6,2.23,3.67,0
M_1800,2021-10-02,QPR,Preston,3,2,2.05,3.5,2.13,3.62,1
M_1792,2021-10-02,Coventry,Fulham,4,1,3.75,2.0,3.82,2.02,1
M_1466,2021-10-03,West Ham,Brentford,1,2,1.75,4.75,1.84,4.82,0
M_1465,2021-10-03,Tottenham,Aston Villa,2,1,2.1,3.4,2.13,3.64,1
M_1801,2021-10-15,West Brom,Birmingham,1,0,1.61,5.5,1.67,5.39,1
M_1802,2021-10-16,Fulham,QPR,4,1,1.6,5.25,1.65,5.24,1
M_1470,2021-10-16,Man City,Burnley,2,0,1.12,19.0,1.13,24.65,1
M_1471,2021-10-16,Southampton,Leeds,1,0,2.3,3.0,2.44,3.01,1
M_1472,2021-10-16,Brentford,Chelsea,0,1,6.5,1.57,6.69,1.61,0
M_1467,2021-10-16,Watford,Liverpool,0,5,8.5,1.33,9.43,1.36,0
M_1469,2021-10-16,Leicester,Man United,4,2,3.5,2.05,3.56,2.13,1
M_1803,2021-10-16,Bristol City,Bournemouth,0,2,4.5,1.85,4.44,1.92,0
M_1468,2021-10-16,Aston Villa,Wolves,2,3,2.15,3.5,2.32,3.47,0
M_1805,2021-10-16,Middlesbrough,Peterboro,2,0,1.8,4.75,1.81,4.93,1
M_1806,2021-10-16,Millwall,Luton,0,2,2.37,3.25,2.42,3.22,0
M_1807,2021-10-16,Nott'm Forest,Blackpool,2,1,2.0,4.0,2.06,4.01,1
M_1808,2021-10-16,Reading,Barnsley,1,0,2.15,3.6,2.18,3.68,1
M_1809,2021-10-16,Sheffield United,Stoke,2,1,2.2,3.5,2.27,3.54,1
M_1804,2021-10-16,Huddersfield,Hull,2,0,2.0,4.0,2.02,4.03,1
M_1474,2021-10-17,Newcastle,Tottenham,2,3,3.5,2.05,3.57,2.13,0
M_1473,2021-10-17,Everton,West Ham,0,1,2.5,2.8,2.57,2.98,0
M_1810,2021-10-17,Swansea,Cardiff,3,0,2.4,3.1,2.53,3.13,1
M_1811,2021-10-19,Bristol City,Nott'm Forest,1,2,2.75,2.62,2.92,2.62,0
M_1812,2021-10-19,QPR,Blackburn,1,0,2.15,3.3,2.22,3.44,1
M_1814,2021-10-19,Stoke,Bournemouth,0,1,2.7,2.8,2.58,3.05,0
M_1813,2021-10-19,Sheffield United,Millwall,1,2,1.8,4.75,1.85,4.91,0
M_1820,2021-10-20,Reading,Blackpool,2,3,2.2,3.4,2.26,3.43,0
M_1819,2021-10-20,Swansea,West Brom,2,1,4.0,2.0,3.94,2.11,1
M_1818,2021-10-20,Preston,Coventry,2,1,2.75,2.7,2.74,2.75,1
M_1817,2021-10-20,Middlesbrough,Barnsley,2,0,1.85,4.5,1.89,4.69,1
M_1816,2021-10-20,Hull,Peterboro,1,2,2.1,3.6,2.12,3.7,0
M_1815,2021-10-20,Fulham,Cardiff,2,0,1.5,6.5,1.48,7.44,1
M_1475,2021-10-22,Arsenal,Aston Villa,3,1,1.83,4.2,1.92,4.22,1
M_1476,2021-10-23,Chelsea,Norwich,7,0,1.18,15.0,1.19,19.32,1
M_1829,2021-10-23,West Brom,Bristol City,3,0,1.45,7.5,1.5,7.91,1
M_1828,2021-10-23,Peterboro,QPR,2,1,3.6,1.95,3.77,2.01,1
M_1827,2021-10-23,Millwall,Stoke,2,1,2.5,3.0,2.66,3.1,1
M_1826,2021-10-23,Luton,Hull,1,0,1.8,4.5,1.84,4.68,1
M_1824,2021-10-23,Blackpool,Preston,2,0,2.9,2.5,2.98,2.6,1
M_1823,2021-10-23,Blackburn,Reading,2,0,1.85,4.33,1.89,4.33,1
M_1822,2021-10-23,Birmingham,Swansea,2,1,2.45,3.1,2.54,3.22,1
M_1821,2021-10-23,Cardiff,Middlesbrough,0,2,2.7,2.7,2.76,2.86,0
M_1825,2021-10-23,Bournemouth,Huddersfield,3,0,1.6,5.5,1.63,6.04,1
M_1478,2021-10-23,Brighton,Man City,1,4,8.0,1.4,7.66,1.46,0
M_1477,2021-10-23,Everton,Watford,2,5,1.65,5.5,1.68,5.79,0
M_1831,2021-10-24,Nott'm Forest,Fulham,0,4,4.0,1.95,4.31,1.98,0
M_1481,2021-10-24,Man United,Liverpool,0,5,3.1,2.2,3.15,2.29,0
M_1480,2021-10-24,West Ham,Tottenham,1,0,2.3,3.0,2.32,3.23,1
M_1479,2021-10-24,Brentford,Leicester,1,2,2.62,2.7,2.66,2.79,0
M_1830,2021-10-24,Barnsley,Sheffield United,2,3,3.8,2.05,3.78,2.08,0
M_1841,2021-10-30,Reading,Bournemouth,0,2,5.0,1.72,5.09,1.78,0
M_1840,2021-10-30,Swansea,Peterboro,3,0,1.6,5.75,1.63,5.96,1
M_1839,2021-10-30,Sheffield United,Blackpool,0,1,1.57,6.0,1.6,6.29,0
M_1838,2021-10-30,Preston,Luton,2,0,2.45,3.0,2.58,3.02,1
M_1837,2021-10-30,Middlesbrough,Birmingham,0,2,2.1,3.6,2.19,3.66,0
M_1836,2021-10-30,Hull,Coventry,0,1,2.9,2.4,3.04,2.47,0
M_1835,2021-10-30,Huddersfield,Millwall,1,0,2.5,2.9,2.66,3.01,1
M_1834,2021-10-30,Derby,Blackburn,1,2,2.8,2.55,2.85,2.66,0
M_1832,2021-10-30,Fulham,West Brom,3,0,2.0,3.8,2.08,3.73,1
M_1833,2021-10-30,Bristol City,Barnsley,2,1,2.3,3.2,2.38,3.2,1
M_1482,2021-10-30,Leicester,Arsenal,0,2,2.4,2.87,2.52,2.95,0
M_1483,2021-10-30,Burnley,Brentford,3,1,2.6,2.75,2.73,2.84,1
M_1484,2021-10-30,Man City,Crystal Palace,0,2,1.14,19.0,1.15,22.14,0
M_1485,2021-10-30,Newcastle,Chelsea,0,3,8.5,1.36,9.28,1.4,0
M_1486,2021-10-30,Watford,Southampton,0,1,3.2,2.3,3.22,2.39,0
M_1487,2021-10-30,Tottenham,Man United,0,3,2.87,2.37,3.04,2.38,0
M_1488,2021-10-31,Norwich,Leeds,1,2,3.4,2.1,3.58,2.11,0
M_1489,2021-10-31,Aston Villa,West Ham,1,4,2.8,2.45,2.86,2.54,0
M_1490,2021-11-01,Wolves,Everton,2,1,2.2,3.5,2.27,3.47,1
M_1842,2021-11-02,Birmingham,Bristol City,3,0,1.83,4.2,1.88,4.47,1
M_1843,2021-11-02,Coventry,Swansea,1,2,2.15,3.4,2.35,3.42,0
M_1844,2021-11-02,Luton,Middlesbrough,3,1,2.25,3.25,2.36,3.3,1
M_1845,2021-11-02,Millwall,Reading,1,0,1.9,4.2,1.94,4.47,1
M_1849,2021-11-03,Bournemouth,Preston,1,2,1.55,6.5,1.6,6.29,0
M_1848,2021-11-03,Blackpool,Stoke,0,1,3.2,2.25,3.22,2.33,0
M_1850,2021-11-03,Cardiff,QPR,0,1,2.7,2.6,2.67,2.78,0
